2017-06-29 12:42:13,867 [DEBUG] org.springframework.test.context.support.AbstractGenericContextLoader  - Loading ApplicationContext for merged context configuration [[MergedContextConfiguration@4973813a testClass = faceRectangleTest, locations = '{classpath*:spring-mvc*.xml}', classes = '{}', contextInitializerClasses = '[]', activeProfiles = '{}', propertySourceLocations = '{}', propertySourceProperties = '{}', contextLoader = 'org.springframework.test.context.support.DelegatingSmartContextLoader', parent = [null]]].
2017-06-29 12:42:14,018 [DEBUG] org.springframework.core.env.StandardEnvironment  - Adding [systemProperties] PropertySource with lowest search precedence
2017-06-29 12:42:14,020 [DEBUG] org.springframework.core.env.StandardEnvironment  - Adding [systemEnvironment] PropertySource with lowest search precedence
2017-06-29 12:42:14,020 [DEBUG] org.springframework.core.env.StandardEnvironment  - Initialized StandardEnvironment with PropertySources [systemProperties,systemEnvironment]
2017-06-29 12:42:14,128 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Resolved classpath location [] to resources [URL [file:/C:/Users/1/Desktop/cms/target/test-classes/], URL [file:/C:/Users/1/Desktop/cms/target/classes/], URL [jar:file:/H:/Idea/IntelliJ%20IDEA%202017.1/lib/idea_rt.jar!/], URL [jar:file:/H:/Idea/IntelliJ%20IDEA%202017.1/plugins/junit/lib/junit-rt.jar!/], URL [jar:file:/H:/Java/jre/lib/charsets.jar!/], URL [jar:file:/H:/Java/jre/lib/deploy.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/access-bridge-64.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/cldrdata.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/dnsns.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/jaccess.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/jfxrt.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/localedata.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/nashorn.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/sunec.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/sunjce_provider.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/sunmscapi.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/sunpkcs11.jar!/], URL [jar:file:/H:/Java/jre/lib/ext/zipfs.jar!/], URL [jar:file:/H:/Java/jre/lib/javaws.jar!/], URL [jar:file:/H:/Java/jre/lib/jce.jar!/], URL [jar:file:/H:/Java/jre/lib/jfr.jar!/], URL [jar:file:/H:/Java/jre/lib/jfxswt.jar!/], URL [jar:file:/H:/Java/jre/lib/jsse.jar!/], URL [jar:file:/H:/Java/jre/lib/management-agent.jar!/], URL [jar:file:/H:/Java/jre/lib/plugin.jar!/], URL [jar:file:/H:/Java/jre/lib/resources.jar!/], URL [jar:file:/H:/Java/jre/lib/rt.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/jstl/jstl/1.2/jstl-1.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/javax/javaee-api/7.0/javaee-api-7.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/sun/mail/javax.mail/1.5.0/javax.mail-1.5.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/javax/activation/activation/1.1/activation-1.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/junit/junit/4.12/junit-4.12.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/hamcrest/hamcrest-core/1.3/hamcrest-core-1.3.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-core/4.2.5.RELEASE/spring-core-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-logging/commons-logging/1.2/commons-logging-1.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-web/4.2.5.RELEASE/spring-web-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-beans/4.2.5.RELEASE/spring-beans-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-oxm/4.2.5.RELEASE/spring-oxm-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-tx/4.2.5.RELEASE/spring-tx-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-jdbc/4.2.5.RELEASE/spring-jdbc-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-webmvc/4.2.5.RELEASE/spring-webmvc-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-expression/4.2.5.RELEASE/spring-expression-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-context/4.2.5.RELEASE/spring-context-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-context-support/4.2.5.RELEASE/spring-context-support-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-aop/4.2.5.RELEASE/spring-aop-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/aopalliance/aopalliance/1.0/aopalliance-1.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-test/4.2.5.RELEASE/spring-test-4.2.5.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/mybatis/mybatis/3.2.8/mybatis-3.2.8.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/mybatis/mybatis-spring/1.1.1/mybatis-spring-1.1.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/mysql/mysql-connector-java/5.1.29/mysql-connector-java-5.1.29.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-dbcp/commons-dbcp/1.2.2/commons-dbcp-1.2.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-pool/commons-pool/1.3/commons-pool-1.3.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/alibaba/fastjson/1.1.41/fastjson-1.1.41.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/log4j/log4j/1.2.17/log4j-1.2.17.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/slf4j/slf4j-api/1.7.18/slf4j-api-1.7.18.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/slf4j/slf4j-log4j12/1.7.18/slf4j-log4j12-1.7.18.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/codehaus/jackson/jackson-mapper-asl/1.9.13/jackson-mapper-asl-1.9.13.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/codehaus/jackson/jackson-core-asl/1.9.13/jackson-core-asl-1.9.13.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/fasterxml/jackson/core/jackson-core/2.8.0/jackson-core-2.8.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/fasterxml/jackson/core/jackson-databind/2.8.0/jackson-databind-2.8.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/fasterxml/jackson/core/jackson-annotations/2.8.0/jackson-annotations-2.8.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-fileupload/commons-fileupload/1.3.1/commons-fileupload-1.3.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-io/commons-io/2.4/commons-io-2.4.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-codec/commons-codec/1.9/commons-codec-1.9.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/pandawork/core/framework/3.0.1-SNAPSHOT/framework-3.0.1-20151218.150347-1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/springframework/spring-orm/4.1.7.RELEASE/spring-orm-4.1.7.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/rometools/rome/1.5.0/rome-1.5.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/rometools/rome-utils/1.5.0/rome-utils-1.5.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/jdom/jdom/2.0.2/jdom-2.0.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/cglib/cglib/2.2/cglib-2.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/asm/asm/3.1/asm-3.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/slf4j/jcl-over-slf4j/1.6.6/jcl-over-slf4j-1.6.6.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/jolbox/bonecp/0.7.1.RELEASE/bonecp-0.7.1.RELEASE.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/google/guava/guava/r08/guava-r08.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-collections/commons-collections/3.1/commons-collections-3.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-lang/commons-lang/2.5/commons-lang-2.5.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/apache/geronimo/specs/geronimo-stax-api_1.2_spec/1.1/geronimo-stax-api_1.2_spec-1.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/devlib/schmidt/imageinfo/1.9/imageinfo-1.9.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/quartz-scheduler/quartz/2.2.1/quartz-2.2.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/c3p0/c3p0/0.9.1.1/c3p0-0.9.1.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/javax/servlet/jstl/1.2/jstl-1.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/taglibs/standard/1.1.1/standard-1.1.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/pandawork/core/pweio/3.0.0-SNAPSHOT/pweio-3.0.0-20150324.142816-2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/net/sourceforge/jexcelapi/jxl/2.6.3/jxl-2.6.3.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/lowagie/itext/2.1.7/itext-2.1.7.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/bouncycastle/bcmail-jdk14/138/bcmail-jdk14-138.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/bouncycastle/bcprov-jdk14/138/bcprov-jdk14-138.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/bouncycastle/bctsp-jdk14/1.38/bctsp-jdk14-1.38.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/bouncycastle/bcprov-jdk14/1.38/bcprov-jdk14-1.38.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/bouncycastle/bcmail-jdk14/1.38/bcmail-jdk14-1.38.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/itextpdf/tool/xmlworker/5.5.2/xmlworker-5.5.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/lowagie/itext-rtf/2.1.7/itext-rtf-2.1.7.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/freemarker/freemarker/2.3.19/freemarker-2.3.19.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/healthmarketscience/jackcess/1.2.9/jackcess-1.2.9.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/belerweb/pinyin4j/2.5.0/pinyin4j-2.5.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/pandawork/tag/tagv3/3.0.0-SNAPSHOT/tagv3-3.0.0-20130507.124258-11.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/javax/validation/validation-api/1.1.0.Final/validation-api-1.1.0.Final.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/hibernate/hibernate-validator/5.2.2.Final/hibernate-validator-5.2.2.Final.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/jboss/logging/jboss-logging/3.2.1.Final/jboss-logging-3.2.1.Final.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/fasterxml/classmate/1.1.0/classmate-1.1.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/net/sf/json-lib/json-lib/2.4/json-lib-2.4-jdk15.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/commons-beanutils/commons-beanutils/1.8.0/commons-beanutils-1.8.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/net/sf/ezmorph/ezmorph/1.0.6/ezmorph-1.0.6.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/javax/servlet/javax.servlet-api/3.0.1/javax.servlet-api-3.0.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/javax/persistence/persistence-api/1.0/persistence-api-1.0.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/pandawork/common/reg/public/1.0-SNAPSHOT/public-1.0-20140102.011026-15.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/it/sauronsoftware/base64/1.3.1/base64-1.3.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/apache/httpcomponents/httpclient/4.4/httpclient-4.4.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/apache/httpcomponents/httpcore/4.4/httpcore-4.4.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/com/pandawork/core/common/3.0.0-SNAPSHOT/common-3.0.0-20151013.144204-12.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/apache/commons/commons-email/1.2/commons-email-1.2.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/javax/mail/mail/1.4.1/mail-1.4.1.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/apache/shiro/shiro-core/1.2.3/shiro-core-1.2.3.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/apache/poi/poi-scratchpad/3.11/poi-scratchpad-3.11.jar!/], URL [jar:file:/H:/Maven/apache-maven-3.3.1/maven_repo/org/apache/poi/poi/3.11/poi-3.11.jar!/], URL [jar:file:/H:/Java/lib/ext/access-bridge-64.jar!/], URL [jar:file:/H:/Java/lib/ext/cldrdata.jar!/], URL [jar:file:/H:/Java/lib/ext/dnsns.jar!/], URL [jar:file:/H:/Java/lib/ext/dns_sd.jar!/], URL [jar:file:/H:/Java/lib/ext/jaccess.jar!/], URL [jar:file:/H:/Java/lib/ext/jfxrt.jar!/], URL [jar:file:/H:/Java/lib/ext/localedata.jar!/], URL [jar:file:/H:/Java/lib/ext/nashorn.jar!/], URL [jar:file:/H:/Java/lib/ext/sunec.jar!/], URL [jar:file:/H:/Java/lib/ext/sunjce_provider.jar!/], URL [jar:file:/H:/Java/lib/ext/sunmscapi.jar!/], URL [jar:file:/H:/Java/lib/ext/sunpkcs11.jar!/], URL [jar:file:/H:/Java/lib/ext/zipfs.jar!/]]
2017-06-29 12:42:14,128 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in directory tree [C:\Users\1\Desktop\cms\target\test-classes]
2017-06-29 12:42:14,129 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [C:\Users\1\Desktop\cms\target\test-classes] for files matching pattern [C:/Users/1/Desktop/cms/target/test-classes/spring-mvc*.xml]
2017-06-29 12:42:14,131 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in directory tree [C:\Users\1\Desktop\cms\target\classes]
2017-06-29 12:42:14,131 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Searching directory [C:\Users\1\Desktop\cms\target\classes] for files matching pattern [C:/Users/1/Desktop/cms/target/classes/spring-mvc*.xml]
2017-06-29 12:42:14,133 [DEBUG] org.springframework.core.io.support.PathMatchingResourcePatternResolver  - Looking for matching resources in jar file [file:/H:/Idea/IntelliJ%20IDEA%202017.1/lib/idea_rt.jar]
